period,node,buyer,inelastic_dem,max_dem
20,4883,4883,62.490798967889624,62.490798967889624
21,4883,4883,59.54834678670394,59.54834678670394
22,4883,4883,57.92166029993653,57.92166029993653
23,4883,4883,54.18953357129786,54.18953357129786
24,4883,4883,51.027607734138336,51.027607734138336
1,4884,4884,94.75268432247125,94.75268432247125
2,4884,4884,92.85725859404381,92.85725859404381
3,4884,4884,93.47942118459983,93.47942118459983
4,4884,4884,95.83991875940909,95.83991875940909
5,4884,4884,101.19547821234379,101.19547821234379
6,4884,4884,115.97029095818405,115.97029095818405
7,4884,4884,127.42552466778781,127.42552466778781
8,4884,4884,132.02870157117997,132.02870157117997
9,4884,4884,133.36810818028263,133.36810818028263
10,4884,4884,135.22632820614248,135.22632820614248
11,4884,4884,136.30942867612833,136.30942867612833
12,4884,4884,134.54835687363942,134.54835687363942
13,4884,4884,132.15892171826215,132.15892171826215
14,4884,4884,128.65331416918775,128.65331416918775
15,4884,4884,126.15432870148805,126.15432870148805
16,4884,4884,123.99019474499225,123.99019474499225
17,4884,4884,125.1642424879211,125.1642424879211
18,4884,4884,130.4660605585761,130.4660605585761
19,4884,4884,128.45695055087427,128.45695055087427
20,4884,4884,120.06085520715125,120.06085520715125
21,4884,4884,114.40764975748453,114.40764975748453
22,4884,4884,111.28236773227687,111.28236773227687
23,4884,4884,104.11199490647782,104.11199490647782
24,4884,4884,98.0371242634248,98.0371242634248
1,4885,4885,161.3802511738547,161.3802511738547
2,4885,4885,158.1520124983783,158.1520124983783
3,4885,4885,159.2116632708377,159.2116632708377
4,4885,4885,163.23199994247804,163.23199994247804
5,4885,4885,172.35344632546082,172.35344632546082
6,4885,4885,197.51751433070785,197.51751433070785
7,4885,4885,217.02776363424806,217.02776363424806
8,4885,4885,224.8677720749476,224.8677720749476
9,4885,4885,227.14901377851004,227.14901377851004
10,4885,4885,230.31388469117962,230.31388469117962
11,4885,4885,232.15859259726884,232.15859259726884
12,4885,4885,229.15918195415043,229.15918195415043
13,4885,4885,225.089559565131,225.089559565131
14,4885,4885,219.11890204939007,219.11890204939007
15,4885,4885,214.8626964828577,214.8626964828577
16,4885,4885,211.1768011019462,211.1768011019462
17,4885,4885,213.17640798378545,213.17640798378545
18,4885,4885,222.20632347418461,222.20632347418461
19,4885,4885,218.78446075866117,218.78446075866117
20,4885,4885,204.4844545357418,204.4844545357418
21,4885,4885,194.85606540958534,194.85606540958534
22,4885,4885,189.5331682080595,189.5331682080595
23,4885,4885,177.3207799690151,177.3207799690151
24,4885,4885,166.97422190330263,166.97422190330263
1,4886,4886,1053.5746552825613,1053.5746552825613
2,4886,4886,1032.4990253653618,1032.4990253653618
3,4886,4886,1039.4169796329572,1039.4169796329572
4,4886,4886,1065.6638394075164,1065.6638394075164
5,4886,4886,1125.2134104283004,1125.2134104283004
6,4886,4886,1289.497603080681,1289.497603080681
7,4886,4886,1416.870711220845,1416.870711220845
8,4886,4886,1468.0543853708118,1468.0543853708118
9,4886,4886,1482.9475239299888,1482.9475239299888
10,4886,4886,1503.6094559605535,1503.6094559605535
11,4886,4886,1515.6526736536603,1515.6526736536603
12,4886,4886,1496.070952771531,1496.070952771531
13,4886,4886,1469.502330065508,1469.502330065508
14,4886,4886,1430.5227561201177,1430.5227561201177
15,4886,4886,1402.7360208786397,1402.7360208786397
16,4886,4886,1378.6725687083501,1378.6725687083501
17,4886,4886,1391.72704790212,1391.72704790212
18,4886,4886,1450.6790574003508,1450.6790574003508
19,4886,4886,1428.3393485158479,1428.3393485158479
20,4886,4886,1334.9814313155578,1334.9814313155578
21,4886,4886,1272.1222730187453,1272.1222730187453
22,4886,4886,1237.3716170778239,1237.3716170778239
23,4886,4886,1157.6427615608823,1157.6427615608823
24,4886,4886,1090.0950209411176,1090.0950209411176
1,4887,4887,127.5188479946869,127.5188479946869
2,4887,4887,124.96797033800783,124.96797033800783
3,4887,4887,125.80528125305362,125.80528125305362
4,4887,4887,128.98205596488668,128.98205596488668
5,4887,4887,136.18960661834427,136.18960661834427
6,4887,4887,156.07365649153556,156.07365649153556
7,4887,4887,171.4901928841847,171.4901928841847
8,4887,4887,177.68518165979143,177.68518165979143
9,4887,4887,179.48776476348442,179.48776476348442
10,4887,4887,181.9885707165049,181.9885707165049
11,4887,4887,183.44621516407594,183.44621516407594
12,4887,4887,181.0761519928307,181.0761519928307
13,4887,4887,177.86043287573702,177.86043287573702
14,4887,4887,173.14256087690194,173.14256087690194
15,4887,4887,169.77940815700634,169.77940815700634
16,4887,4887,166.86690102317857,166.86690102317857
17,4887,4887,168.44694296858174,168.44694296858174
18,4887,4887,175.58216808100633,175.58216808100633
19,4887,4887,172.8782932988966,172.8782932988966
20,4887,4887,161.57876744861736,161.57876744861736
21,4887,4887,153.97064265960995,153.97064265960995
22,4887,4887,149.76461550203985,149.76461550203985
23,4887,4887,140.11467588316344,140.11467588316344
24,4887,4887,131.93907102660376,131.93907102660376
1,4888,4888,101.32706565685231,101.32706565685231
2,4888,4888,99.3001264877368,99.3001264877368
3,4888,4888,99.96545760857299,99.96545760857299
4,4888,4888,102.48973746888312,102.48973746888312
5,4888,4888,108.21689051153307,108.21689051153307
6,4888,4888,124.01684838998665,124.01684838998665
7,4888,4888,136.26689942028062,136.26689942028062
8,4888,4888,141.18946611752304,141.18946611752304
9,4888,4888,142.62180697828302,142.62180697828302
10,4888,4888,144.6089589403782,144.6089589403782
11,4888,4888,145.76720995162893,145.76720995162893
12,4888,4888,143.8839468078648,143.8839468078648
13,4888,4888,141.328721543241,141.328721543241
14,4888,4888,137.57987865997947,137.57987865997947
15,4888,4888,134.90750197353796,134.90750197353796
16,4888,4888,132.59321035142642,132.59321035142642
17,4888,4888,133.8487189798381,133.8487189798381
18,4888,4888,139.51840181349414,139.51840181349414
19,4888,4888,137.36989042178084,137.36989042178084
20,4888,4888,128.39123498591735,128.39123498591735
21,4888,4888,122.34578388481113,122.34578388481113
22,4888,4888,119.00365527675336,119.00365527675336
23,4888,4888,111.33576868019873,111.33576868019873
24,4888,4888,104.83939529608833,104.83939529608833
1,4890,4890,270.55804501025204,270.55804501025204
2,4890,4890,265.1458217765526,265.1458217765526
3,4890,4890,266.92235291530613,266.92235291530613
4,4890,4890,273.66254833729874,273.66254833729874
5,4890,4890,288.9548823316672,288.9548823316672
6,4890,4890,331.1430744709275,331.1430744709275
7,4890,4890,363.85249753126084,363.85249753126084
8,4890,4890,376.99646862531,376.99646862531
9,4890,4890,380.8210276467655,380.8210276467655
10,4890,4890,386.12701323430326,386.12701323430326
11,4890,4890,389.2197123784431,389.2197123784431
12,4890,4890,384.19112508921637,384.19112508921637
13,4890,4890,377.3683009239666,377.3683009239666
14,4890,4890,367.3583436142314,367.3583436142314
15,4890,4890,360.22270806485926,360.22270806485926
16,4890,4890,354.0432118680329,354.0432118680329
17,4890,4890,357.3956030361235,357.3956030361235
18,4890,4890,372.5344831897937,372.5344831897937
19,4890,4890,366.7976443890651,366.7976443890651
20,4890,4890,342.82332473616384,342.82332473616384
21,4890,4890,326.6810884983204,326.6810884983204
22,4890,4890,317.757117627288,317.757117627288
23,4890,4890,297.28274196590377,297.28274196590377
24,4890,4890,279.9364774602891,279.9364774602891
1,4891,4891,219.91069984607086,219.91069984607086
2,4891,4891,215.51162238008425,215.51162238008425
3,4891,4891,216.95559424943602,216.95559424943602
4,4891,4891,222.4340530115605,222.4340530115605
5,4891,4891,234.8637254349179,234.8637254349179
6,4891,4891,269.1544627819951,269.1544627819951
7,4891,4891,295.7408173532907,295.7408173532907
8,4891,4891,306.42429151107945,306.42429151107945
9,4891,4891,309.53290892801493,309.53290892801493
10,4891,4891,313.84563599508243,313.84563599508243
11,4891,4891,316.3593946718032,316.3593946718032
12,4891,4891,312.2721380908023,312.2721380908023
13,4891,4891,306.72651834384595,306.72651834384595
14,4891,4891,298.59038357346884,298.59038357346884
15,4891,4891,292.79050943758995,292.79050943758995
16,4891,4891,287.7677893285327,287.7677893285327
17,4891,4891,290.49262675816686,290.49262675816686
18,4891,4891,302.7975712640797,302.7975712640797
19,4891,4891,298.1346449204017,298.1346449204017
20,4891,4891,278.64821858625527,278.64821858625527
21,4891,4891,265.5277420984457,265.5277420984457
22,4891,4891,258.2743016044462,258.2743016044462
23,4891,4891,241.63264424609355,241.63264424609355
24,4891,4891,227.5335285942184,227.5335285942184
1,4896,4896,410.4986515661956,410.4986515661956
2,4896,4896,402.2870667311387,402.2870667311387
3,4896,4896,404.982472210196,404.982472210196
4,4896,4896,415.208895645196,415.208895645196
5,4896,4896,438.4108761435037,438.4108761435037
6,4896,4896,502.4200464659966,502.4200464659966
7,4896,4896,552.047748570609,552.047748570609
8,4896,4896,571.990169466383,571.990169466383
9,4896,4896,577.7929032977991,577.7929032977991
10,4896,4896,585.8433012404342,585.8433012404342
11,4896,4896,590.535635664721,590.535635664721
12,4896,4896,582.9061146078541,582.9061146078541
13,4896,4896,572.5543244047493,572.5543244047493
14,4896,4896,557.3669217247597,557.3669217247597
15,4896,4896,546.5405248568562,546.5405248568562
16,4896,4896,537.1648108356393,537.1648108356393
17,4896,4896,542.2511576636239,542.2511576636239
18,4896,4896,565.2203134655457,565.2203134655457
19,4896,4896,556.5162123109766,556.5162123109766
20,4896,4896,520.1416669177319,520.1416669177319
21,4896,4896,495.6501896502694,495.6501896502694
22,4896,4896,482.1104776485952,482.1104776485952
23,4896,4896,451.04615058214443,451.04615058214443
24,4896,4896,424.72788608923105,424.72788608923105
1,4898,4898,122.78577915025912,122.78577915025912
2,4898,4898,120.32958145464178,120.32958145464178
3,4898,4898,121.13581421718366,121.13581421718366
4,4898,4898,124.1946777837171,124.1946777837171
5,4898,4898,131.13470850597255,131.13470850597255
6,4898,4898,150.2807296215658,150.2807296215658
7,4898,4898,165.1250562645466,165.1250562645466
8,4898,4898,171.0901079851493,171.0901079851493
9,4898,4898,172.82578529364616,172.82578529364616
10,4898,4898,175.23376977808897,175.23376977808897
11,4898,4898,176.63731138808308,176.63731138808308
12,4898,4898,174.35521695504048,174.35521695504048
13,4898,4898,171.25885446800496,171.25885446800496
14,4898,4898,166.71609393951985,166.71609393951985
15,4898,4898,163.47777008694788,163.47777008694788
16,4898,4898,160.6733653786915,160.6733653786915
17,4898,4898,162.19476150489007,162.19476150489007
18,4898,4898,169.06515116586044,169.06515116586044
19,4898,4898,166.46163508124278,166.46163508124278
20,4898,4898,155.5815094576735,155.5815094576735
21,4898,4898,148.25577255853213,148.25577255853213
22,4898,4898,144.20585891995447,144.20585891995447
23,4898,4898,134.9140924596265,134.9140924596265
24,4898,4898,127.04193843593934,127.04193843593934
1,4900,4900,286.2226275122614,286.2226275122614
2,4900,4900,280.4970511222722,280.4970511222722
3,4900,4900,282.37643863178835,282.37643863178835
4,4900,4900,289.5068732250592,289.5068732250592
5,4900,4900,305.68459219289605,305.68459219289605
6,4900,4900,350.31536709235866,350.31536709235866
7,4900,4900,384.9185776987334,384.9185776987334
8,4900,4900,398.82354933741226,398.82354933741226
9,4900,4900,402.8695400310367,402.8695400310367
10,4900,4900,408.4827279011283,408.4827279011283
11,4900,4900,411.75448600060406,411.75448600060406
12,4900,4900,406.43475704357866,406.43475704357866
13,4900,4900,399.21690972524095,399.21690972524095
14,4900,4900,388.62740283266487,388.62740283266487
15,4900,4900,381.07863319310826,381.07863319310826
16,4900,4900,374.54136080081753,374.54136080081753
17,4900,4900,378.08784639337654,378.08784639337654
18,4900,4900,394.1032269562148,394.1032269562148
19,4900,4900,388.0342406316847,388.0342406316847
20,4900,4900,362.67187240636633,362.67187240636633
21,4900,4900,345.5950441429743,345.5950441429743
22,4900,4900,336.15439938057955,336.15439938057955
23,4900,4900,314.49461248253175,314.49461248253175
24,4900,4900,296.14404595573865,296.14404595573865
1,4901,4901,179.26976475883208,179.26976475883208
2,4901,4901,175.68366556931878,175.68366556931878
3,4901,4901,176.8607819966607,176.8607819966607
4,4901,4901,181.32678576189113,181.32678576189113
5,4901,4901,191.45937345737082,191.45937345737082
6,4901,4901,219.4129583530594,219.4129583530594
7,4901,4901,241.08598078046822,241.08598078046822
8,4901,4901,249.79507906633805,249.79507906633805
9,4901,4901,252.32920366077252,252.32920366077252
10,4901,4901,255.84491056963785,255.84491056963785
11,4901,4901,257.89411020818045,257.89411020818045
12,4901,4901,254.56220536545152,254.56220536545152
13,4901,4901,250.04145240447838,250.04145240447838
14,4901,4901,243.40892853295875,243.40892853295875
15,4901,4901,238.68090905642748,238.68090905642748
16,4901,4901,234.58642046160048,234.58642046160048
17,4901,4901,236.8076901195048,236.8076901195048
18,4901,4901,246.83860043214318,246.83860043214318
19,4901,4901,243.03741336255527,243.03741336255527
20,4901,4901,227.15220601540057,227.15220601540057
21,4901,4901,216.45647936299213,216.45647936299213
22,4901,4901,210.5435220946025,210.5435220946025
23,4901,4901,196.97735181768013,196.97735181768013
24,4901,4901,185.4838449169772,185.4838449169772
1,4902,4902,207.21624798902872,207.21624798902872
2,4902,4902,203.0711094043537,203.0711094043537
3,4902,4902,204.4317272968811,204.4317272968811
4,4902,4902,209.5939393686205,209.5939393686205
5,4902,4902,221.30610292002416,221.30610292002416
6,4902,4902,253.61739081466615,253.61739081466615
7,4902,4902,278.6690351676968,278.6690351676968
8,4902,4902,288.73580059572873,288.73580059572873
9,4902,4902,291.6649715638608,291.6649715638608
10,4902,4902,295.72874436829454,295.72874436829454
11,4902,4902,298.09739510563725,298.09739510563725
12,4902,4902,294.24607739405565,294.24607739405565
13,4902,4902,289.02058123792267,289.02058123792267
14,4902,4902,281.35410879510516,281.35410879510516
15,4902,4902,275.88903520802336,275.88903520802336
16,4902,4902,271.1562540544623,271.1562540544623
17,4902,4902,273.7237989212836,273.7237989212836
18,4902,4902,285.31843453479956,285.31843453479956
19,4902,4902,280.92467787692675,280.92467787692675
20,4902,4902,262.5631149584203,262.5631149584203
21,4902,4902,250.20002434238742,250.20002434238742
22,4902,4902,243.3652922205292,243.3652922205292
23,4902,4902,227.68428260830655,227.68428260830655
24,4902,4902,214.39904524882408,214.39904524882408
1,4905,4905,123.88368613925563,123.88368613925563
2,4905,4905,121.40552599297799,121.40552599297799
3,4905,4905,122.21896780359431,122.21896780359431
4,4905,4905,125.30518264575043,125.30518264575043
5,4905,4905,132.30726866697083,132.30726866697083
6,4905,4905,151.6244867284951,151.6244867284951
7,4905,4905,166.60154608760203,166.60154608760203
8,4905,4905,172.61993518993654,172.61993518993654
9,4905,4905,174.37113231075065,174.37113231075065
10,4905,4905,176.80064814037988,176.80064814037988
11,4905,4905,178.21673972280257,178.21673972280257
12,4905,4905,175.91423960886658,175.91423960886658
13,4905,4905,172.79019054413038,172.79019054413038
14,4905,4905,168.20681025847082,168.20681025847082
15,4905,4905,164.93953045990105,164.93953045990105
16,4905,4905,162.11004975709156,162.11004975709156
17,4905,4905,163.6450496690994,163.6450496690994
18,4905,4905,170.57687192330744,170.57687192330744
19,4905,4905,167.95007611912416,167.95007611912416
20,4905,4905,156.9726642621983,156.9726642621983
21,4905,4905,149.58142321594173,149.58142321594173
22,4905,4905,145.49529668268357,145.49529668268357
23,4905,4905,136.12044653459049,136.12044653459049
24,4905,4905,128.17790249521198,128.17790249521198
1,4907,4907,499.2418849328912,499.2418849328912
2,4907,4907,489.25508698435016,489.25508698435016
3,4907,4907,492.53319595471794,492.53319595471794
4,4907,4907,504.9704083361281,504.9704083361281
5,4907,4907,533.188285383852,533.188285383852
6,4907,4907,611.0352130725748,611.0352130725748
7,4907,4907,671.3916294677681,671.3916294677681
8,4907,4907,695.645282336408,695.645282336408
9,4907,4907,702.7024742777387,702.7024742777387
10,4907,4907,712.4932393095037,712.4932393095037
11,4907,4907,718.1999812775432,718.1999812775432
12,4907,4907,708.9210799729155,708.9210799729155
13,4907,4907,696.3313985361804,696.3313985361804
14,4907,4907,677.8607226587707,677.8607226587707
15,4907,4907,664.6938321982498,664.6938321982498
16,4907,4907,653.2912389797692,653.2912389797692
17,4907,4907,659.4771725221501,659.4771725221501
18,4907,4907,687.4118919033649,687.4118919033649
19,4907,4907,676.8261034958409,676.8261034958409
20,4907,4907,632.58796401252,632.58796401252
21,4907,4907,602.8018216484754,602.8018216484754
22,4907,4907,586.3350407823895,586.3350407823895
23,4907,4907,548.5551037724726,548.5551037724726
24,4907,4907,516.5472520451309,516.5472520451309
1,4909,4909,206.70967164666678,206.70967164666678
2,4909,4909,202.57466657788729,202.57466657788729
3,4909,4909,203.9319582021223,203.9319582021223
4,4909,4909,209.08155034402913,209.08155034402913
5,4909,4909,220.7650814641896,220.7650814641896
6,4909,4909,252.99737876713078,252.99737876713078
7,4909,4909,277.9877799961802,277.9877799961802
8,4909,4909,288.02993545631904,288.02993545631904
9,4909,4909,290.9519455539615,290.9519455539615
10,4909,4909,295.00578375537333,295.00578375537333
11,4909,4909,297.368643911917,297.368643911917
12,4909,4909,293.52674141974285,293.52674141974285
13,4909,4909,288.3140199024497,288.3140199024497
14,4909,4909,280.66628949171985,280.66628949171985
15,4909,4909,275.2145762323891,275.2145762323891
16,4909,4909,270.49336518971097,270.49336518971097
17,4909,4909,273.05463324426444,273.05463324426444
18,4909,4909,284.6209237441268,284.6209237441268
19,4909,4909,280.23790839249114,280.23790839249114
20,4909,4909,261.92123352438404,261.92123352438404
21,4909,4909,249.58836664459457,249.58836664459457
22,4909,4909,242.7703432202102,242.7703432202102
23,4909,4909,227.12766857723344,227.12766857723344
24,4909,4909,213.8749093029122,213.8749093029122
1,4911,4911,178.48320130257827,178.48320130257827
2,4911,4911,174.9128364705946,174.9128364705946
3,4911,4911,176.08478818560062,176.08478818560062
4,4911,4911,180.53119692675133,180.53119692675133
5,4911,4911,190.6193269123139,190.6193269123139
6,4911,4911,218.4502627467968,218.4502627467968
7,4911,4911,240.0281926891404,240.0281926891404
8,4911,4911,248.69907896275149,248.69907896275149
9,4911,4911,251.2220848400824,251.2220848400824
10,4911,4911,254.72236624436738,254.72236624436738
11,4911,4911,256.7625748210183,256.7625748210183
12,4911,4911,253.44528903350226,253.44528903350226
13,4911,4911,248.94437131400798,248.94437131400798
14,4911,4911,242.34094828337518,242.34094828337518
15,4911,4911,237.63367345023485,237.63367345023485
16,4911,4911,233.55714982069395,233.55714982069395
17,4911,4911,235.76867344283065,235.76867344283065
18,4911,4911,245.75557216491723,245.75557216491723
19,4911,4911,241.9710631717654,241.9710631717654
20,4911,4911,226.15555371042592,226.15555371042592
21,4911,4911,215.50675559465154,215.50675559465154
22,4911,4911,209.61974199898307,209.61974199898307
23,4911,4911,196.11309460811736,196.11309460811736
24,4911,4911,184.6700165821578,184.6700165821578
1,4913,4913,374.2073489561179,374.2073489561179
2,4913,4913,366.7217326693629,366.7217326693629
3,4913,4913,369.17884314909656,369.17884314909656
4,4913,4913,378.50117049003535,378.50117049003535
5,4913,4913,399.65191381081627,399.65191381081627
6,4913,4913,458.00217109880685,458.00217109880685
7,4913,4913,503.2423948327847,503.2423948327847
8,4913,4913,521.4217492026523,521.4217492026523
9,4913,4913,526.7114758204316,526.7114758204316
10,4913,4913,534.0501554011354,534.0501554011354
11,4913,4913,538.3276506343803,538.3276506343803
12,4913,4913,531.3726391194773,531.3726391194773
13,4913,4913,521.9360284166793,521.9360284166793
14,4913,4913,508.0913113324101,508.0913113324101
15,4913,4913,498.22205291894693,498.22205291894693
16,4913,4913,489.675225602793,489.675225602793
17,4913,4913,494.31189945083014,494.31189945083014
18,4913,4913,515.2504016057177,515.2504016057177
19,4913,4913,507.31581130762515,507.31581130762515
20,4913,4913,474.1570612139111,474.1570612139111
21,4913,4913,451.83082275902484,451.83082275902484
22,4913,4913,439.48812756515565,439.48812756515565
23,4913,4913,411.17013082073083,411.17013082073083
24,4913,4913,387.1786074687207,387.1786074687207
1,4915,4915,238.06910183041157,238.06910183041157
2,4915,4915,233.30678502662306,233.30678502662306
3,4915,4915,234.86998811881267,234.86998811881267
4,4915,4915,240.80081257540732,240.80081257540732
5,4915,4915,254.256824274457,254.256824274457
6,4915,4915,291.3790063557991,291.3790063557991
7,4915,4915,320.1606416203112,320.1606416203112
8,4915,4915,331.72626848136645,331.72626848136645
9,4915,4915,335.09156974639,335.09156974639
10,4915,4915,339.7604060513772,339.7604060513772
11,4915,4915,342.4817300742838,342.4817300742838
12,4915,4915,338.0569817383892,338.0569817383892
13,4915,4915,332.05345069976755,332.05345069976755
14,4915,4915,323.2455013889307,323.2455013889307
15,4915,4915,316.9667217423532,316.9667217423532
16,4915,4915,311.52926705758426,311.52926705758426
17,4915,4915,314.47909896644984,314.47909896644984
18,4915,4915,327.8000837509383,327.8000837509383
19,4915,4915,322.75213161710485,322.75213161710485
20,4915,4915,301.656677787428,301.656677787428
21,4915,4915,287.4528211527747,287.4528211527747
22,4915,4915,279.6004516919185,279.6004516919185
23,4915,4915,261.5846642698166,261.5846642698166
24,4915,4915,246.32136056429215,246.32136056429215
1,4917,4917,89.70915438761797,89.70915438761797
2,4917,4917,87.91461906107172,87.91461906107172
3,4917,4917,88.50366495765486,88.50366495765486
4,4917,4917,90.73851711919876,90.73851711919876
5,4917,4917,95.80900892880595,95.80900892880595
6,4917,4917,109.79738263180187,109.79738263180187
7,4917,4917,120.64287304454552,120.64287304454552
8,4917,4917,125.0010303933605,125.0010303933605
9,4917,4917,126.26914258609645,126.26914258609645
10,4917,4917,128.028452608583,128.028452608583
11,4917,4917,129.05390141749047,129.05390141749047
12,4917,4917,127.38656857782658,127.38656857782658
13,4917,4917,125.12431913565321,125.12431913565321
14,4917,4917,121.8053093251023,121.8053093251023
15,4917,4917,119.43934075400274,119.43934075400274
16,4917,4917,117.3904000975244,117.3904000975244
17,4917,4917,118.50195520524457,118.50195520524457
18,4917,4917,123.52156619818247,123.52156619818247
19,4917,4917,121.61939782003671,121.61939782003671
20,4917,4917,113.67021285679256,113.67021285679256
21,4917,4917,108.31791825854019,108.31791825854019
22,4917,4917,105.35898986818417,105.35898986818417
23,4917,4917,98.57028422416015,98.57028422416015
24,4917,4917,92.81876897897983,92.81876897897983
1,4918,4918,386.24429175457414,386.24429175457414
2,4918,4918,378.51788934935774,378.51788934935774
3,4918,4918,381.05403648718095,381.05403648718095
4,4918,4918,390.67623052305345,390.67623052305345
5,4918,4918,412.5073193480241,412.5073193480241
6,4918,4918,472.7345005158103,472.7345005158103
7,4918,4918,519.4299441614075,519.4299441614075
8,4918,4918,538.1940648360348,538.1940648360348
9,4918,4918,543.6539434748669,543.6539434748669
10,4918,4918,551.228682733649,551.228682733649
11,4918,4918,555.6437700414132,555.6437700414132
12,4918,4918,548.465040109432,548.465040109432
13,4918,4918,538.7248866152972,538.7248866152972
14,4918,4918,524.4348333609366,524.4348333609366
15,4918,4918,514.2481153911141,514.2481153911141
16,4918,4918,505.42636650594284,505.42636650594284
17,4918,4918,510.21218594943554,510.21218594943554
18,4918,4918,531.8242065518544,531.8242065518544
19,4918,4918,523.6343882102353,523.6343882102353
20,4918,4918,489.40903699481765,489.40903699481765
21,4918,4918,466.3646414648877,466.3646414648877
22,4918,4918,453.62492489652703,453.62492489652703
23,4918,4918,424.39603715028096,424.39603715028096
24,4918,4918,399.63279032720175,399.63279032720175
1,4920,4920,336.34987974981067,336.34987974981067
2,4920,4920,329.6215614927619,329.6215614927619
3,4920,4920,331.83009325114625,331.83009325114625
4,4920,4920,340.2093078466374,340.2093078466374
5,4920,4920,359.22029197725107,359.22029197725107
6,4920,4920,411.66742343240486,411.66742343240486
7,4920,4920,452.3308253009833,452.3308253009833
8,4920,4920,468.6710272593132,468.6710272593132
9,4920,4920,473.42560761900586,473.42560761900586
10,4920,4920,480.0218543292263,480.0218543292263
11,4920,4920,483.86660780973864,483.86660780973864
12,4920,4920,477.61521458290355,477.61521458290355
13,4920,4920,469.13327834090825,469.13327834090825
14,4920,4920,456.68919102019083,456.68919102019083
15,4920,4920,447.81837677817174,447.81837677817174
16,4920,4920,440.13620712530405,440.13620712530405
17,4920,4920,444.3038021647303,444.3038021647303
18,4920,4920,463.1240169509542,463.1240169509542
19,4920,4920,455.9921460775674,455.9921460775674
20,4920,4920,426.18797029698266,426.18797029698266
21,4920,4920,406.12041245635027,406.12041245635027
22,4920,4920,395.02639183963254,395.02639183963254
23,4920,4920,369.57324447009825,369.57324447009825
24,4920,4920,348.00887376232345,348.00887376232345
1,4923,4923,156.4210153271297,156.4210153271297
2,4923,4923,153.29198084079516,153.29198084079516
3,4923,4923,154.31906840891222,154.31906840891222
4,4923,4923,158.21585961824923,158.21585961824923
5,4923,4923,167.05700278229764,167.05700278229764
6,4923,4923,191.4477757455968,191.4477757455968
7,4923,4923,210.35847258208562,210.35847258208562
8,4923,4923,217.95755655640878,217.95755655640878
9,4923,4923,220.16869540941138,220.16869540941138
10,4923,4923,223.23630943242935,223.23630943242935
11,4923,4923,225.02432922762475,225.02432922762475
12,4923,4923,222.11709085882248,222.11709085882248
13,4923,4923,218.1725284885318,218.1725284885318
14,4923,4923,212.38535004513838,212.38535004513838
15,4923,4923,208.25993822234503,208.25993822234503
16,4923,4923,204.6873108799162,204.6873108799162
17,4923,4923,206.62546958544112,206.62546958544112
18,4923,4923,215.37789461299153,215.37789461299153
19,4923,4923,212.0611861782302,212.0611861782302
20,4923,4923,198.20062098327585,198.20062098327585
21,4923,4923,188.8681134916647,188.8681134916647
22,4923,4923,183.70878960483023,183.70878960483023
23,4923,4923,171.8716896249666,171.8716896249666
24,4923,4923,161.84308261755572,161.84308261755572
1,4924,4924,123.28525991239172,123.28525991239172
2,4924,4924,120.81907064034391,120.81907064034391
3,4924,4924,121.62858308036536,121.62858308036536
4,4924,4924,124.69988981023617,124.69988981023617
5,4924,4924,131.6681519112259,131.6681519112259
6,4924,4924,150.8920572026969,150.8920572026969
7,4924,4924,165.79676914140407,165.79676914140407
8,4924,4924,171.78608611976045,171.78608611976045
9,4924,4924,173.528823996923,173.528823996923
10,4924,4924,175.9466039310817,175.9466039310817
11,4924,4924,177.3558550136051,177.3558550136051
12,4924,4924,175.06447723949023,175.06447723949023
13,4924,4924,171.95551904710868,171.95551904710868
14,4924,4924,167.3942790048993,167.3942790048993
15,4924,4924,164.14278196177457,164.14278196177457
16,4924,4924,161.3269692043882,161.3269692043882
17,4924,4924,162.8545542239739,162.8545542239739
18,4924,4924,169.75289197052683,169.75289197052683
19,4924,4924,167.13878503241483,167.13878503241483
20,4924,4924,156.2144001023023,156.2144001023023
21,4924,4924,148.85886280872694,148.85886280872694
22,4924,4924,144.79247451025975,144.79247451025975
23,4924,4924,135.46291003598196,135.46291003598196
24,4924,4924,127.55873284545426,127.55873284545426
1,4925,4925,18.421645129564023,18.421645129564023
2,4925,4925,18.05313989524577,18.05313989524577
3,4925,4925,18.174099618319232,18.174099618319232
4,4925,4925,18.63302327798404,18.63302327798404
5,4925,4925,19.674241438901593,19.674241438901593
6,4925,4925,22.546733750922353,22.546733750922353
7,4925,4925,24.77383952405657,24.77383952405657
8,4925,4925,25.668780833521776,25.668780833521776
9,4925,4925,25.929185838546317,25.929185838546317
10,4925,4925,26.29045760761346,26.29045760761346
11,4925,4925,26.501032037672235,26.501032037672235
12,4925,4925,26.15864765009411,26.15864765009411
13,4925,4925,25.694097998469882,25.694097998469882
14,4925,4925,25.012544133327783,25.012544133327783
15,4925,4925,24.52669590856162,24.52669590856162
16,4925,4925,24.105948907624676,24.105948907624676
17,4925,4925,24.334205141630612,24.334205141630612
18,4925,4925,25.364975000421342,25.364975000421342
19,4925,4925,24.97436747459992,24.97436747459992
20,4925,4925,23.342013837317587,23.342013837317587
21,4925,4925,22.2429278812527,22.2429278812527
22,4925,4925,21.635316215051844,21.635316215051844
23,4925,4925,20.24126532786011,20.24126532786011
24,4925,4925,19.060199989241635,19.060199989241635
1,4930,4930,93.73278036616058,93.73278036616058
