id,complex_order_id,t,p,q
9507917_20_02,9507917,20,132.0,25.0
9507917_20_03,9507917,20,132.1,25.0
9507917_20_04,9507917,20,132.2,25.0
9507917_20_05,9507917,20,132.3,25.0
9507917_20_06,9507917,20,132.4,25.0
9507917_20_07,9507917,20,132.5,96.5
9507917_20_08,9507917,20,407.58,16.0
9507917_20_09,9507917,20,407.68,0.1
9507917_21_01,9507917,21,0.1,149.3
9507917_21_02,9507917,21,132.0,25.0
9507917_21_03,9507917,21,132.1,25.0
9507917_21_04,9507917,21,132.2,25.0
9507917_21_05,9507917,21,132.3,25.0
9507917_21_06,9507917,21,132.4,25.0
9507917_21_07,9507917,21,132.5,96.6
9507917_21_08,9507917,21,407.58,15.1
9507917_21_09,9507917,21,407.68,0.1
9507917_22_01,9507917,22,0.1,149.3
9507917_22_02,9507917,22,132.0,25.0
9507917_22_03,9507917,22,132.1,25.0
9507917_22_04,9507917,22,132.2,25.0
9507917_22_05,9507917,22,132.3,25.0
9507917_22_06,9507917,22,132.4,25.0
9507917_22_07,9507917,22,132.5,96.6
9507917_22_08,9507917,22,407.58,15.1
9507917_22_09,9507917,22,407.68,0.1
9507917_23_01,9507917,23,0.1,150.6
9507917_23_02,9507917,23,132.0,25.0
9507917_23_03,9507917,23,132.1,25.0
9507917_23_04,9507917,23,132.2,25.0
9507917_23_05,9507917,23,132.3,25.0
9507917_23_06,9507917,23,132.4,25.0
9507917_23_07,9507917,23,132.5,97.6
9507917_23_08,9507917,23,407.58,12.8
9507917_23_09,9507917,23,407.68,0.1
9507917_24_01,9507917,24,0.1,150.8
9507917_24_02,9507917,24,132.0,25.0
9507917_24_03,9507917,24,132.1,25.0
9507917_24_04,9507917,24,132.2,25.0
9507917_24_05,9507917,24,132.3,25.0
9507917_24_06,9507917,24,132.4,25.0
9507917_24_07,9507917,24,132.5,98.0
9507917_24_08,9507917,24,407.58,12.2
9507917_24_09,9507917,24,407.68,0.1
9507918_01_01,9507918,1,407.58,782.0
9507918_02_01,9507918,2,407.58,782.0
9507918_03_01,9507918,3,407.58,782.0
9507918_04_01,9507918,4,407.58,782.0
9507918_05_01,9507918,5,0.1,25.0
9507918_05_02,9507918,5,226.89,25.0
9507918_05_03,9507918,5,407.58,732.0
9507918_06_01,9507918,6,0.1,120.0
9507918_06_02,9507918,6,226.89,120.0
9507918_06_03,9507918,6,407.58,542.0
9507918_07_01,9507918,7,0.1,165.0
9507918_07_02,9507918,7,138.52,25.0
9507918_07_03,9507918,7,138.62,25.0
9507918_07_04,9507918,7,138.72,25.0
9507918_07_05,9507918,7,138.82,25.0
9507918_07_06,9507918,7,138.92,25.0
9507918_07_07,9507918,7,139.02,76.9
9507918_07_08,9507918,7,224.91,165.0
9507918_07_09,9507918,7,225.01,50.0
9507918_07_10,9507918,7,225.11,50.0
9507918_07_11,9507918,7,225.21,50.0
9507918_07_12,9507918,7,225.31,50.0
9507918_07_13,9507918,7,225.41,1.9
9507918_07_14,9507918,7,407.58,48.2
9507918_08_01,9507918,8,0.1,165.0
9507918_08_02,9507918,8,138.52,25.0
9507918_08_03,9507918,8,138.62,25.0
9507918_08_04,9507918,8,138.72,25.0
9507918_08_05,9507918,8,138.82,25.0
9507918_08_06,9507918,8,138.92,25.0
9507918_08_07,9507918,8,139.02,76.4
9507918_08_08,9507918,8,224.91,165.0
9507918_08_09,9507918,8,225.01,50.0
9507918_08_10,9507918,8,225.11,50.0
9507918_08_11,9507918,8,225.21,50.0
9507918_08_12,9507918,8,225.31,50.0
9507918_08_13,9507918,8,225.41,1.4
9507918_08_14,9507918,8,407.58,49.2
9507918_09_01,9507918,9,0.1,165.0
9507918_09_02,9507918,9,138.52,25.0
9507918_09_03,9507918,9,138.62,25.0
9507918_09_04,9507918,9,138.72,25.0
9507918_09_05,9507918,9,138.82,25.0
9507918_09_06,9507918,9,138.92,25.0
9507918_09_07,9507918,9,139.02,75.9
9507918_09_08,9507918,9,224.91,165.0
9507918_09_09,9507918,9,225.01,50.0
9507918_09_10,9507918,9,225.11,50.0
9507918_09_11,9507918,9,225.21,50.0
9507918_09_12,9507918,9,225.31,50.0
9507918_09_13,9507918,9,225.41,0.9
9507918_09_14,9507918,9,407.58,50.2
9507918_10_01,9507918,10,0.1,165.0
9507918_10_02,9507918,10,138.52,25.0
9507918_10_03,9507918,10,138.62,25.0
9507918_10_04,9507918,10,138.72,25.0
9507918_10_05,9507918,10,138.82,25.0
9507918_10_06,9507918,10,138.92,25.0
9507918_10_07,9507918,10,139.02,75.0
9507918_10_08,9507918,10,224.91,165.0
9507918_10_09,9507918,10,225.01,50.0
9507918_10_10,9507918,10,225.11,50.0
9507918_10_11,9507918,10,225.21,50.0
9507918_10_12,9507918,10,225.31,50.0
9507918_10_13,9507918,10,407.58,52.0
9507918_11_01,9507918,11,0.1,165.0
9507918_11_02,9507918,11,138.52,25.0
9507918_11_03,9507918,11,138.62,25.0
9507918_11_04,9507918,11,138.72,25.0
9507918_11_05,9507918,11,138.82,25.0
9507918_11_06,9507918,11,138.92,25.0
9507918_11_07,9507918,11,139.02,73.5
9507918_11_08,9507918,11,224.91,165.0
9507918_11_09,9507918,11,225.01,50.0
9507918_11_10,9507918,11,225.11,50.0
9507918_11_11,9507918,11,225.21,50.0
9507918_11_12,9507918,11,225.31,48.5
9507918_11_13,9507918,11,407.58,55.0
9507918_12_01,9507918,12,0.1,165.0
9507918_12_02,9507918,12,138.52,25.0
9507918_12_03,9507918,12,138.62,25.0
9507918_12_04,9507918,12,138.72,25.0
9507918_12_05,9507918,12,138.82,25.0
9507918_12_06,9507918,12,138.92,25.0
9507918_12_07,9507918,12,139.02,73.5
9507918_12_08,9507918,12,224.91,165.0
9507918_12_09,9507918,12,225.01,50.0
9507918_12_10,9507918,12,225.11,50.0
9507918_12_11,9507918,12,225.21,50.0
9507918_12_12,9507918,12,225.31,48.5
9507918_12_13,9507918,12,407.58,55.0
9507918_13_01,9507918,13,0.1,165.0
9507918_13_02,9507918,13,138.52,25.0
9507918_13_03,9507918,13,138.62,25.0
9507918_13_04,9507918,13,138.72,25.0
9507918_13_05,9507918,13,138.82,25.0
9507918_13_06,9507918,13,138.92,25.0
9507918_13_07,9507918,13,139.02,70.5
9507918_13_08,9507918,13,224.91,165.0
9507918_13_09,9507918,13,225.01,50.0
9507918_13_10,9507918,13,225.11,50.0
9507918_13_11,9507918,13,225.21,50.0
9507918_13_12,9507918,13,225.31,45.5
9507918_13_13,9507918,13,407.58,61.0
9507918_14_01,9507918,14,0.1,165.0
9507918_14_02,9507918,14,138.52,25.0
9507918_14_03,9507918,14,138.62,25.0
9507918_14_04,9507918,14,138.72,25.0
9507918_14_05,9507918,14,138.82,25.0
9507918_14_06,9507918,14,138.92,25.0
9507918_14_07,9507918,14,139.02,69.8
9507918_14_08,9507918,14,224.91,165.0
9507918_14_09,9507918,14,225.01,50.0
9507918_14_10,9507918,14,225.11,50.0
9507918_14_11,9507918,14,225.21,50.0
9507918_14_12,9507918,14,225.31,44.8
9507918_14_13,9507918,14,407.58,62.4
9507918_15_01,9507918,15,0.1,165.0
9507918_15_02,9507918,15,138.52,25.0
9507918_15_03,9507918,15,138.62,25.0
9507918_15_04,9507918,15,138.72,25.0
9507918_15_05,9507918,15,138.82,25.0
9507918_15_06,9507918,15,138.92,25.0
9507918_15_07,9507918,15,139.02,69.1
9507918_15_08,9507918,15,224.91,165.0
9507918_15_09,9507918,15,225.01,50.0
9507918_15_10,9507918,15,225.11,50.0
9507918_15_11,9507918,15,225.21,50.0
9507918_15_12,9507918,15,225.31,44.1
9507918_15_13,9507918,15,407.58,63.8
9507918_16_01,9507918,16,0.1,165.0
9507918_16_02,9507918,16,138.52,25.0
9507918_16_03,9507918,16,138.62,25.0
9507918_16_04,9507918,16,138.72,25.0
9507918_16_05,9507918,16,138.82,25.0
9507918_16_06,9507918,16,138.92,25.0
9507918_16_07,9507918,16,139.02,68.9
9507918_16_08,9507918,16,224.91,165.0
9507918_16_09,9507918,16,225.01,50.0
9507918_16_10,9507918,16,225.11,50.0
9507918_16_11,9507918,16,225.21,50.0
9507918_16_12,9507918,16,225.31,43.9
9507918_16_13,9507918,16,407.58,64.2
9507918_17_01,9507918,17,0.1,165.0
9507918_17_02,9507918,17,138.52,25.0
9507918_17_03,9507918,17,138.62,25.0
9507918_17_04,9507918,17,138.72,25.0
9507918_17_05,9507918,17,138.82,25.0
9507918_17_06,9507918,17,138.92,25.0
9507918_17_07,9507918,17,139.02,68.9
9507918_17_08,9507918,17,224.91,165.0
9507918_17_09,9507918,17,225.01,50.0
9507918_17_10,9507918,17,225.11,50.0
9507918_17_11,9507918,17,225.21,50.0
9507918_17_12,9507918,17,225.31,43.9
9507918_17_13,9507918,17,407.58,64.2
9507918_18_01,9507918,18,0.1,165.0
9507918_18_02,9507918,18,138.52,25.0
9507918_18_03,9507918,18,138.62,25.0
9507918_18_04,9507918,18,138.72,25.0
9507918_18_05,9507918,18,138.82,25.0
9507918_18_06,9507918,18,138.92,25.0
9507918_18_07,9507918,18,139.02,71.0
9507918_18_08,9507918,18,224.91,165.0
9507918_18_09,9507918,18,225.01,50.0
9507918_18_10,9507918,18,225.11,50.0
9507918_18_11,9507918,18,225.21,50.0
9507918_18_12,9507918,18,225.31,46.0
9507918_18_13,9507918,18,407.58,60.0
9507918_19_01,9507918,19,0.1,165.0
9507918_19_02,9507918,19,138.52,25.0
9507918_19_03,9507918,19,138.62,25.0
9507918_19_04,9507918,19,138.72,25.0
9507918_19_05,9507918,19,138.82,25.0
9507918_19_06,9507918,19,138.92,25.0
9507918_19_07,9507918,19,139.02,71.0
9507918_19_08,9507918,19,224.91,165.0
9507918_19_09,9507918,19,225.01,50.0
9507918_19_10,9507918,19,225.11,50.0
9507918_19_11,9507918,19,225.21,50.0
9507918_19_12,9507918,19,225.31,46.0
9507918_19_13,9507918,19,407.58,60.0
9507918_20_01,9507918,20,0.1,165.0
9507918_20_02,9507918,20,138.52,25.0
9507918_20_03,9507918,20,138.62,25.0
9507918_20_04,9507918,20,138.72,25.0
9507918_20_05,9507918,20,138.82,25.0
9507918_20_06,9507918,20,138.92,25.0
9507918_20_07,9507918,20,139.02,70.7
9507918_20_08,9507918,20,224.91,165.0
9507918_20_09,9507918,20,225.01,50.0
9507918_20_10,9507918,20,225.11,50.0
9507918_20_11,9507918,20,225.21,50.0
9507918_20_12,9507918,20,225.31,45.7
9507918_20_13,9507918,20,407.58,60.6
9507918_21_01,9507918,21,0.1,165.0
9507918_21_02,9507918,21,138.52,25.0
9507918_21_03,9507918,21,138.62,25.0
9507918_21_04,9507918,21,138.72,25.0
9507918_21_05,9507918,21,138.82,25.0
9507918_21_06,9507918,21,138.92,25.0
9507918_21_07,9507918,21,139.02,71.2
9507918_21_08,9507918,21,224.91,165.0
9507918_21_09,9507918,21,225.01,50.0
9507918_21_10,9507918,21,225.11,50.0
9507918_21_11,9507918,21,225.21,50.0
9507918_21_12,9507918,21,225.31,46.2
9507918_21_13,9507918,21,407.58,59.6
9507918_22_01,9507918,22,0.1,165.0
9507918_22_02,9507918,22,138.52,25.0
9507918_22_03,9507918,22,138.62,25.0
9507918_22_04,9507918,22,138.72,25.0
9507918_22_05,9507918,22,138.82,25.0
9507918_22_06,9507918,22,138.92,25.0
9507918_22_07,9507918,22,139.02,71.2
9507918_22_08,9507918,22,224.91,165.0
9507918_22_09,9507918,22,225.01,50.0
9507918_22_10,9507918,22,225.11,50.0
9507918_22_11,9507918,22,225.21,50.0
9507918_22_12,9507918,22,225.31,46.2
9507918_22_13,9507918,22,407.58,59.6
9507918_23_01,9507918,23,0.1,165.0
9507918_23_02,9507918,23,138.52,25.0
9507918_23_03,9507918,23,138.62,25.0
9507918_23_04,9507918,23,138.72,25.0
9507918_23_05,9507918,23,138.82,25.0
9507918_23_06,9507918,23,138.92,25.0
9507918_23_07,9507918,23,139.02,71.4
9507918_23_08,9507918,23,224.91,165.0
9507918_23_09,9507918,23,225.01,50.0
9507918_23_10,9507918,23,225.11,50.0
9507918_23_11,9507918,23,225.21,50.0
9507918_23_12,9507918,23,225.31,46.4
9507918_23_13,9507918,23,407.58,59.2
9507918_24_01,9507918,24,0.1,165.0
9507918_24_02,9507918,24,138.52,25.0
9507918_24_03,9507918,24,138.62,25.0
9507918_24_04,9507918,24,138.72,25.0
9507918_24_05,9507918,24,138.82,25.0
9507918_24_06,9507918,24,138.92,25.0
9507918_24_07,9507918,24,139.02,71.0
9507918_24_08,9507918,24,224.91,165.0
9507918_24_09,9507918,24,225.01,50.0
9507918_24_10,9507918,24,225.11,50.0
9507918_24_11,9507918,24,225.21,50.0
9507918_24_12,9507918,24,225.31,46.0
9507918_24_13,9507918,24,407.58,60.0
9509258_01_01,9509258,1,240.07,759.9
9509258_02_01,9509258,2,240.07,760.5
9509258_03_01,9509258,3,240.07,761.3
9509258_04_01,9509258,4,240.07,761.7
9509258_05_01,9509258,5,240.07,762.2
9509258_06_01,9509258,6,240.07,762.2
9509258_07_01,9509258,7,240.07,762.6
9509258_08_01,9509258,8,240.07,763.0
9509258_09_01,9509258,9,240.07,760.4
9509258_10_01,9509258,10,240.07,752.4
9509258_11_01,9509258,11,240.07,745.5
9509258_12_01,9509258,12,240.07,739.6
9509258_13_01,9509258,13,240.07,735.4
9509258_14_01,9509258,14,240.07,731.3
9509258_15_01,9509258,15,240.07,728.3
9509258_16_01,9509258,16,240.07,727.7
9509258_17_01,9509258,17,240.07,729.0
9509258_18_01,9509258,18,5.0,31.0
9509258_18_02,9509258,18,240.07,700.8
9509258_19_01,9509258,19,5.0,142.0
9509258_19_02,9509258,19,240.07,597.9
9509258_20_01,9509258,20,5.0,365.1
9509258_20_02,9509258,20,240.07,379.1
9509258_21_01,9509258,21,5.0,366.0
9509258_21_02,9509258,21,240.07,380.0
9509258_22_01,9509258,22,5.0,28.0
9509258_22_02,9509258,22,240.07,719.3
9509258_23_01,9509258,23,240.07,747.7
9509258_24_01,9509258,24,240.07,748.4
9510078_01_01,9510078,1,5.0,70.0
9510078_01_02,9510078,1,600.0,332.2
9510078_02_01,9510078,2,400.0,180.0
9510078_02_02,9510078,2,600.0,222.2
9510078_03_01,9510078,3,400.0,180.0
9510078_03_02,9510078,3,600.0,222.2
9510078_04_01,9510078,4,400.0,180.0
9510078_04_02,9510078,4,600.0,222.2
9510078_05_01,9510078,5,400.0,180.0
9510078_05_02,9510078,5,600.0,222.2
9510078_06_01,9510078,6,400.0,180.0
9510078_06_02,9510078,6,600.0,222.2
9510078_07_01,9510078,7,1.0,100.0
9510078_07_02,9510078,7,600.0,302.2
9510078_08_01,9510078,8,1.0,320.0
9510078_08_02,9510078,8,600.0,82.2
9510078_09_01,9510078,9,1.0,320.0
9510078_09_02,9510078,9,600.0,82.2
9510078_10_01,9510078,10,1.0,320.0
9510078_10_02,9510078,10,600.0,82.2
9510078_11_01,9510078,11,1.0,320.0
9510078_11_02,9510078,11,600.0,82.2
9510078_12_01,9510078,12,1.0,320.0
9510078_12_02,9510078,12,600.0,82.2
9510078_13_01,9510078,13,1.0,320.0
9510078_13_02,9510078,13,600.0,82.2
9510078_14_01,9510078,14,1.0,320.0
9510078_14_02,9510078,14,600.0,82.2
9510078_15_01,9510078,15,1.0,320.0
9510078_15_02,9510078,15,600.0,82.2
9510078_16_01,9510078,16,1.0,320.0
9510078_16_02,9510078,16,600.0,82.2
9510078_17_01,9510078,17,1.0,320.0
9510078_17_02,9510078,17,600.0,82.2
9510078_18_01,9510078,18,1.0,320.0
9510078_18_02,9510078,18,600.0,82.2
9510078_19_01,9510078,19,1.0,320.0
9510078_19_02,9510078,19,600.0,82.2
9510078_20_01,9510078,20,1.0,320.0
9510078_20_02,9510078,20,600.0,82.2
9510078_21_01,9510078,21,1.0,320.0
9510078_21_02,9510078,21,600.0,82.2
9510078_22_01,9510078,22,1.0,320.0
9510078_22_02,9510078,22,600.0,82.2
9510078_23_01,9510078,23,1.0,320.0
9510078_23_02,9510078,23,600.0,82.2
9510078_24_01,9510078,24,1.0,320.0
9510078_24_02,9510078,24,600.0,82.2
9510079_01_01,9510079,1,5.0,70.0
9510079_01_02,9510079,1,600.0,327.0
9510079_02_01,9510079,2,400.0,180.0
9510079_02_02,9510079,2,600.0,217.0
9510079_03_01,9510079,3,400.0,180.0
9510079_03_02,9510079,3,600.0,217.0
9510079_04_01,9510079,4,400.0,180.0
9510079_04_02,9510079,4,600.0,217.0
9510079_05_01,9510079,5,400.0,180.0
9510079_05_02,9510079,5,600.0,217.0
9510079_06_01,9510079,6,400.0,180.0
9510079_06_02,9510079,6,600.0,217.0
9510079_07_01,9510079,7,1.0,120.0
9510079_07_02,9510079,7,600.0,277.0
9510079_08_01,9510079,8,1.0,320.0
9510079_08_02,9510079,8,600.0,77.0
9510079_09_01,9510079,9,1.0,320.0
9510079_09_02,9510079,9,600.0,77.0
9510079_10_01,9510079,10,1.0,320.0
9510079_10_02,9510079,10,600.0,77.0
9510079_11_01,9510079,11,1.0,320.0
9510079_11_02,9510079,11,600.0,77.0
9510079_12_01,9510079,12,1.0,320.0
9510079_12_02,9510079,12,600.0,77.0
9510079_13_01,9510079,13,1.0,320.0
9510079_13_02,9510079,13,600.0,77.0
9510079_14_01,9510079,14,1.0,320.0
9510079_14_02,9510079,14,600.0,77.0
9510079_15_01,9510079,15,1.0,320.0
9510079_15_02,9510079,15,600.0,77.0
9510079_16_01,9510079,16,1.0,320.0
9510079_16_02,9510079,16,600.0,77.0
9510079_17_01,9510079,17,1.0,320.0
9510079_17_02,9510079,17,600.0,77.0
9510079_18_01,9510079,18,1.0,320.0
9510079_18_02,9510079,18,600.0,77.0
9510079_19_01,9510079,19,1.0,320.0
9510079_19_02,9510079,19,600.0,77.0
9510079_20_01,9510079,20,1.0,320.0
9510079_20_02,9510079,20,600.0,77.0
9510079_21_01,9510079,21,1.0,320.0
9510079_21_02,9510079,21,600.0,77.0
9510079_22_01,9510079,22,1.0,320.0
9510079_22_02,9510079,22,600.0,77.0
9510079_23_01,9510079,23,1.0,320.0
9510079_23_02,9510079,23,600.0,77.0
9510079_24_01,9510079,24,1.0,320.0
9510079_24_02,9510079,24,600.0,77.0
9510086_01_01,9510086,1,350.0,388.0
9510086_02_01,9510086,2,350.0,388.0
9510086_03_01,9510086,3,350.0,388.0
9510086_04_01,9510086,4,350.0,388.0
9510086_05_01,9510086,5,350.0,388.0
9510086_06_01,9510086,6,350.0,388.0
9510086_07_01,9510086,7,350.0,388.0
9510086_08_01,9510086,8,350.0,388.0
9510086_09_01,9510086,9,350.0,388.0
9510086_10_01,9510086,10,350.0,388.0
9510086_11_01,9510086,11,350.0,388.0
9510086_12_01,9510086,12,350.0,388.0
9510086_13_01,9510086,13,350.0,388.0
9510086_14_01,9510086,14,350.0,388.0
9510086_15_01,9510086,15,350.0,388.0
9510086_16_01,9510086,16,350.0,388.0
9510086_17_01,9510086,17,350.0,388.0
9510086_18_01,9510086,18,0.1,92.0
9510086_18_02,9510086,18,350.0,296.0
9510086_19_01,9510086,19,0.1,234.0
9510086_19_02,9510086,19,350.0,154.0
9510086_20_01,9510086,20,0.1,145.0
9510086_20_02,9510086,20,77.5,27.2
9510086_20_03,9510086,20,81.3,27.1
9510086_20_04,9510086,20,85.4,27.1
9510086_20_05,9510086,20,89.6,27.2
9510086_20_06,9510086,20,93.8,27.2
9510086_20_07,9510086,20,97.6,27.1
9510086_20_08,9510086,20,101.8,27.1
9510086_20_09,9510086,20,106.1,27.2
9510086_20_10,9510086,20,350.0,25.8
9510086_21_01,9510086,21,0.1,145.0
9510086_21_02,9510086,21,77.5,27.4
9510086_21_03,9510086,21,81.4,27.4
9510086_21_04,9510086,21,85.5,27.4
9510086_21_05,9510086,21,89.7,27.4
9510086_21_06,9510086,21,93.8,27.5
9510086_21_07,9510086,21,98.0,27.4
9510086_21_08,9510086,21,102.2,27.4
9510086_21_09,9510086,21,106.2,27.4
9510086_21_10,9510086,21,350.0,23.7
9510086_22_01,9510086,22,0.1,145.0
9510086_22_02,9510086,22,77.4,26.9
9510086_22_03,9510086,22,81.3,26.9
9510086_22_04,9510086,22,85.3,26.8
9510086_22_05,9510086,22,89.5,26.9
9510086_22_06,9510086,22,93.4,26.9
9510086_22_07,9510086,22,97.7,26.8
9510086_22_08,9510086,22,101.6,26.9
9510086_22_09,9510086,22,105.6,26.9
9510086_22_10,9510086,22,350.0,28.0
9510086_23_01,9510086,23,0.1,145.0
9510086_23_02,9510086,23,77.4,26.9
9510086_23_03,9510086,23,81.3,26.9
9510086_23_04,9510086,23,85.3,26.8
9510086_23_05,9510086,23,89.5,26.9
9510086_23_06,9510086,23,93.4,26.9
9510086_23_07,9510086,23,97.7,26.8
9510086_23_08,9510086,23,101.6,26.9
9510086_23_09,9510086,23,105.6,26.9
9510086_23_10,9510086,23,350.0,28.0
9510086_24_01,9510086,24,0.1,145.0
9510086_24_02,9510086,24,77.4,26.9
9510086_24_03,9510086,24,81.3,26.9
9510086_24_04,9510086,24,85.3,26.8
9510086_24_05,9510086,24,89.5,26.9
9510086_24_06,9510086,24,93.4,26.9
9510086_24_07,9510086,24,97.7,26.8
9510086_24_08,9510086,24,101.6,26.9
9510086_24_09,9510086,24,105.6,26.9
9510086_24_10,9510086,24,350.0,28.0
9499321_01_01,9499321,1,408.34,785.3
9499321_02_01,9499321,2,408.34,785.3
9499321_03_01,9499321,3,408.34,785.3
9499321_04_01,9499321,4,408.34,785.3
9499321_05_01,9499321,5,408.34,785.3
9499321_06_01,9499321,6,408.34,785.3
9499321_07_01,9499321,7,408.34,785.3
9499321_08_01,9499321,8,408.34,785.3
9499321_09_01,9499321,9,408.34,785.3
9499321_10_01,9499321,10,408.34,785.3
9499321_11_01,9499321,11,408.34,785.3
9499321_12_01,9499321,12,408.34,785.3
9499321_13_01,9499321,13,408.34,785.3
9499321_14_01,9499321,14,408.34,785.3
9499321_15_01,9499321,15,408.34,785.3
9499321_16_01,9499321,16,408.34,785.3
9499321_17_01,9499321,17,408.34,785.3
9499321_18_01,9499321,18,408.34,785.3
9499321_19_01,9499321,19,124.0,375.0
9499321_19_02,9499321,19,408.34,410.3
9499321_20_01,9499321,20,0.0,173.0
9499321_20_02,9499321,20,102.06,62.0
9499321_20_03,9499321,20,102.26,45.0
9499321_20_04,9499321,20,102.74,20.0
9499321_20_05,9499321,20,103.22,20.0
9499321_20_06,9499321,20,103.7,20.0
9499321_20_07,9499321,20,104.18,20.0
9499321_20_08,9499321,20,104.66,15.0
9499321_20_09,9499321,20,408.34,410.3
9499321_21_01,9499321,21,0.0,173.0
9499321_21_02,9499321,21,102.06,62.0
9499321_21_03,9499321,21,102.26,45.0
9499321_21_04,9499321,21,102.74,20.0
9499321_21_05,9499321,21,103.22,20.0
9499321_21_06,9499321,21,103.7,20.0
9499321_21_07,9499321,21,104.18,20.0
9499321_21_08,9499321,21,104.66,15.0
9499321_21_09,9499321,21,408.34,410.3
9499321_22_01,9499321,22,0.0,173.0
9499321_22_02,9499321,22,102.06,62.0
9499321_22_03,9499321,22,102.26,45.0
9499321_22_04,9499321,22,102.74,20.0
9499321_22_05,9499321,22,103.22,20.0
9499321_22_06,9499321,22,103.7,20.0
9499321_22_07,9499321,22,104.18,20.0
9499321_22_08,9499321,22,104.66,15.0
9499321_22_09,9499321,22,408.34,410.3
9499321_23_01,9499321,23,122.0,385.0
9499321_23_02,9499321,23,408.34,400.3
9499321_24_01,9499321,24,408.34,785.3
9507861_01_15,9507861,1,1000.0,379.3
9507861_02_15,9507861,2,1000.0,379.3
9507861_03_15,9507861,3,1000.0,379.3
9507861_04_15,9507861,4,1000.0,379.3
9507861_05_15,9507861,5,1000.0,379.3
9507861_06_15,9507861,6,1000.0,379.3
9507861_07_15,9507861,7,1000.0,379.3
9507861_08_15,9507861,8,1000.0,379.3
9507861_09_15,9507861,9,1000.0,379.3
9507861_10_15,9507861,10,1000.0,379.3
9507861_11_15,9507861,11,1000.0,379.3
9507861_12_15,9507861,12,1000.0,379.3
9507861_13_15,9507861,13,1000.0,379.3
9507861_14_15,9507861,14,1000.0,379.3
9507861_15_15,9507861,15,1000.0,379.3
9507861_16_15,9507861,16,1000.0,379.3
9507861_17_15,9507861,17,1000.0,379.3
9507861_18_15,9507861,18,1000.0,379.3
9507861_19_01,9507861,19,1.0,1.0
9507861_19_15,9507861,19,1000.0,378.3
9507861_20_01,9507861,20,1.0,116.6
9507861_20_02,9507861,20,101.8,16.1
9507861_20_15,9507861,20,1000.0,246.6
9507861_21_01,9507861,21,1.0,116.6
9507861_21_02,9507861,21,101.8,19.6
9507861_21_03,9507861,21,102.17,19.6
9507861_21_04,9507861,21,102.54,19.6
9507861_21_05,9507861,21,102.91,19.6
9507861_21_06,9507861,21,103.28,19.6
9507861_21_07,9507861,21,103.64,19.6
9507861_21_08,9507861,21,104.01,19.6
9507861_21_09,9507861,21,104.38,19.6
9507861_21_10,9507861,21,104.75,19.6
9507861_21_11,9507861,21,105.12,19.6
9507861_21_12,9507861,21,105.49,19.6
9507861_21_13,9507861,21,105.85,19.6
9507861_21_14,9507861,21,106.23,9.5
9507861_21_15,9507861,21,1000.0,18.0
9507861_22_01,9507861,22,1.0,116.6
9507861_22_02,9507861,22,101.8,19.6
9507861_22_03,9507861,22,102.17,19.6
9507861_22_04,9507861,22,102.54,19.6
9507861_22_05,9507861,22,102.91,19.6
9507861_22_06,9507861,22,103.28,19.6
9507861_22_07,9507861,22,103.64,19.6
9507861_22_08,9507861,22,104.01,19.6
9507861_22_09,9507861,22,104.38,19.6
9507861_22_10,9507861,22,104.75,19.6
9507861_22_11,9507861,22,105.12,19.6
9507861_22_12,9507861,22,105.49,19.6
9507861_22_13,9507861,22,105.85,19.6
9507861_22_14,9507861,22,106.23,10.9
9507861_22_15,9507861,22,1000.0,16.6
9507861_23_01,9507861,23,1.0,50.0
9507861_23_15,9507861,23,1000.0,329.3
9507861_24_15,9507861,24,1000.0,379.3
9507862_01_01,9507862,1,1.0,1.0
9507862_01_15,9507862,1,1000.0,399.0
9507862_02_15,9507862,2,1000.0,400.0
9507862_03_15,9507862,3,1000.0,400.0
9507862_04_15,9507862,4,1000.0,400.0
9507862_05_15,9507862,5,1000.0,400.0
9507862_06_15,9507862,6,1000.0,400.0
9507862_07_15,9507862,7,1000.0,400.0
9507862_08_15,9507862,8,1000.0,400.0
9507862_09_15,9507862,9,1000.0,400.0
9507862_10_15,9507862,10,1000.0,400.0
9507862_11_15,9507862,11,1000.0,400.0
9507862_12_15,9507862,12,1000.0,400.0
9507862_13_15,9507862,13,1000.0,400.0
9507862_14_15,9507862,14,1000.0,400.0
9507862_15_15,9507862,15,1000.0,400.0
9507862_16_15,9507862,16,1000.0,400.0
9507862_17_15,9507862,17,1000.0,400.0
9507862_18_15,9507862,18,1000.0,400.0
9507862_19_01,9507862,19,1.0,19.8
9507862_19_15,9507862,19,1000.0,380.2
9507862_20_01,9507862,20,1.0,165.0
9507862_20_02,9507862,20,97.45,14.1
9507862_20_15,9507862,20,1000.0,220.9
9507862_21_01,9507862,21,1.0,165.0
9507862_21_02,9507862,21,97.45,18.0
9507862_21_03,9507862,21,99.75,18.0
9507862_21_04,9507862,21,102.05,18.0
9507862_21_05,9507862,21,104.34,18.0
9507862_21_06,9507862,21,106.64,18.0
9507862_21_07,9507862,21,108.93,18.0
9507862_21_08,9507862,21,111.22,18.0
9507862_21_09,9507862,21,113.52,18.0
9507862_21_10,9507862,21,115.81,18.0
9507862_21_11,9507862,21,118.11,18.0
9507862_21_12,9507862,21,120.4,18.0
9507862_21_13,9507862,21,122.7,18.0
9507862_21_14,9507862,21,125.04,9.4
9507862_21_15,9507862,21,1000.0,9.6
9507862_22_01,9507862,22,1.0,165.0
