id,t,p,q
2463,7,134.6,-10
2464,7,129.6,-4
2465,7,129.56,-1
2466,7,129.4,-25
2467,7,128.9,-46
2468,7,128.7,-25
2469,7,127.2,-85
2470,7,126.5,-27.5
2471,7,125.03,-25
2472,7,124.5,-23.3
2473,7,124.2,-123
2474,7,122,-30
2475,7,121.97,-21
2476,7,121.7,-25
2477,7,120.2,-13
2478,7,119.1,-41
2479,7,117.7,-3.2
2480,7,115.31,-1
2481,7,115.3,-1
2482,7,115.03,-25
2483,7,112.11,-10
2484,7,111.8,-40
2485,7,110.1,-21
2486,7,109.8,-173
2487,7,103.46,-25
2488,7,100,-3.5
2489,7,99,-1.5
2490,7,94.52,-40
2491,7,94,-0.2
2492,7,91.2,-3
2493,7,90.46,-25
2494,7,90,-183.1
2495,7,85,-48.4
2496,7,75,-39
2497,7,72,-14
2498,7,69,-101.9
2499,7,60,-60
2500,7,43.4,-50
2501,7,39.09,-2.6
2502,7,35.7,-50
2503,7,1.2,-1
2504,7,-256.6,-144
2505,7,-264.3,-100
2506,7,-499,-1.9
2507,7,-500,-5.3
2508,8,4000,29.5
2509,8,3000,1.5
2510,8,853,0.4
2511,8,400,1
2512,8,363,6.2
2513,8,286.1,30
2514,8,282.5,12.7
2515,8,276.1,10
2516,8,266.1,10
2517,8,262,542.1
2518,8,261.5,407
2519,8,261,2711
2520,8,260,369
2521,8,259,379
2522,8,258,2818
2523,8,257.5,366
2524,8,257,1230
2525,8,256.9,459.1
2526,8,256,593.3
2527,8,255,2147.1
2528,8,254.48,386
2529,8,254.2,770
2530,8,253.79,103
2531,8,253.15,103
2532,8,250,2
2533,8,248.61,90
2534,8,246.1,10
2535,8,245.2,165.5
2536,8,245,87.6
2537,8,243.97,75
2538,8,240,2091.8
2539,8,238,30
2540,8,236.1,10
2541,8,231.6,44.7
2542,8,229,45
2543,8,228,58
2544,8,226.1,10
2545,8,221,1925
2546,8,220,76.2
2547,8,216.1,10
2548,8,210,317.7
2549,8,208,52.2
2550,8,207.72,2
2551,8,206.1,10
2552,8,200.62,40
2553,8,200.52,60
2554,8,200.03,17.4
2555,8,200,121
2556,8,196.1,10
2557,8,195,124
2558,8,190,160.1
2559,8,187.17,182
2560,8,186.1,50.2
2561,8,185.9,90.2
2562,8,185,729.7
2563,8,184.89,59
2564,8,181.85,15
2565,8,180.92,7.9
2566,8,179.32,370
2567,8,177,9.5
2568,8,176.85,380
2569,8,176.66,13.1
2570,8,173.47,400
2571,8,173.33,169.7
2572,8,172.94,400
2573,8,171.26,1.7
2574,8,171,1.7
2575,8,170,75.9
2576,8,169.5,43.4
2577,8,168.57,345
2578,8,168.27,109.3
2579,8,166.66,82
2580,8,166.54,133
2581,8,165.6,5
2582,8,165.5,1.8
2583,8,165,23
2584,8,164.49,189
2585,8,164.22,46
2586,8,163.45,177
2587,8,163.29,223
2588,8,161.9,0.1
2589,8,160,134.8
2590,8,159.8,50
2591,8,159.66,30
2592,8,159.4,32.4
2593,8,159,211
2594,8,158.6,25
2595,8,158.13,203
2596,8,157.1,20
2597,8,156.78,50
2598,8,156.77,200
2599,8,156.4,4
2600,8,155.22,584.3
2601,8,155,50
2602,8,154.4,19.9
2603,8,153.07,99.5
2604,8,151.2,40.1
2605,8,151.02,35.7
2606,8,150.26,97
2607,8,150.07,99.5
2608,8,150,47.5
2609,8,148.95,20.1
2610,8,148.08,99.2
2611,8,147.42,15
2612,8,147.26,97
2613,8,147.07,99.5
2614,8,146.55,1.4
2615,8,145.25,0.2
2616,8,145.1,369
2617,8,145.08,99.2
2618,8,145,65
2619,8,144.93,47
2620,8,144.26,97
2621,8,144.25,0.2
2622,8,144.07,99.5
2623,8,144,27
2624,8,143.65,1.4
2625,8,143.15,0.1
2626,8,142.84,13.3
2627,8,142.58,99.3
2628,8,141.87,60
2629,8,141.86,5.8
2630,8,141.42,1
2631,8,141.26,97
2632,8,141.06,11.6
2633,8,140.94,1.4
2634,8,140.08,99.3
2635,8,140,152
2636,8,139,20
2637,8,138.92,4
2638,8,138.71,50
2639,8,138.1,63
2640,8,136.86,58.5
2641,8,136.36,5.6
2642,8,135.93,0.4
2643,8,135,156
2644,8,134.73,85
2645,8,134.22,40
2646,8,133.85,390
2647,8,133.25,66
2648,8,133.06,60
2649,8,132.49,102
2650,8,132.08,15
2651,8,131.2,27
2652,8,131.09,400
2653,8,130.5,46.9
2654,8,130.22,9.6
2655,8,130,179.7
2656,8,128.22,40
2657,8,128,76
2658,8,127.22,25
2659,8,127.17,720
2660,8,126.36,10.2
2661,8,126.22,21
2662,8,125.16,0.9
2663,8,125,198
2664,8,124.09,1.8
2665,8,122.95,20
2666,8,120,189.2
2667,8,119.64,423.1
2668,8,119.11,391.6
2669,8,116.84,2.5
2670,8,116.23,9.1
2671,8,116,173
2672,8,115.22,20
2673,8,113,6.2
2674,8,112,78
2675,8,111.27,0.8
2676,8,111.1,483
2677,8,111,110.7
2678,8,110.54,13
2679,8,110,66.5
2680,8,109.95,1.4
2681,8,109.11,202
2682,8,108.71,115
2683,8,108,27
2684,8,107.3,1.7
2685,8,106.28,0.1
2686,8,105.5,180
2687,8,105.05,9.2
2688,8,104.73,146
2689,8,103.64,224
2690,8,103.55,10
2691,8,103.09,167
2692,8,101.27,4.1
2693,8,101.08,25.9
2694,8,100.15,211
2695,8,100,12.1
2696,8,99.93,211
2697,8,98.48,175
2698,8,98.33,2.8
2699,8,98.07,176.4
2700,8,97.63,2.2
2701,8,97.53,1.1
2702,8,97.36,176.7
2703,8,97.3,165
2704,8,97.05,10.3
2705,8,97.01,4.9
2706,8,96.1,99.7
2707,8,96.06,4.5
2708,8,95,172
2709,8,92.67,2.4
2710,8,91.25,3.6
2711,8,89.02,11.8
2712,8,88.49,7
2713,8,84.48,6.9
2714,8,84.37,2
2715,8,84.25,6.2
2716,8,78.05,5.1
2717,8,78.04,13.2
2718,8,77.77,9.1
2719,8,76.77,265
2720,8,75,500
2721,8,71.26,0.5
2722,8,70,82
2723,8,64.63,0.7
2724,8,60.04,9.7
2725,8,58.28,3.9
2726,8,53.4,1.2
2727,8,52.99,0.8
2728,8,52.04,5.9
2729,8,52.01,29.1
2730,8,51.71,2.7
2731,8,50.47,1
2732,8,50,34.5
2733,8,45.43,1
2734,8,45.42,50
2735,8,45.39,1.9
2736,8,44.16,1.1
2737,8,44,0.2
2738,8,41.52,6
2739,8,41.1,26.4
2740,8,38.97,24.9
2741,8,38.82,1
2742,8,37.55,0.1
2743,8,36.42,4
2744,8,32.44,2.5
2745,8,32.43,24.7
2746,8,32.4,9.1
2747,8,32.39,0.4
2748,8,32.35,78
2749,8,31,20.1
2750,8,30,85
2751,8,28.5,1.1
2752,8,25.88,5.4
2753,8,20,32
2754,8,19.51,0.2
2755,8,19.47,2.5
2756,8,15,32.9
2757,8,14.13,24.9
2758,8,12.98,2.5
2759,8,10,99
2760,8,6,0.3
2761,8,5,452.6
2762,8,3,66.1
2763,8,1,1250.3
2764,8,0.2,52.7
2765,8,0.1,9
2766,8,0.01,178.1
2767,8,0,12409.8
2768,8,-0.01,264.7
2769,8,-0.99,8.3
2770,8,-1,305.8
2771,8,-1.29,2.4
2772,8,-2,38.9
2773,8,-5,51.1
2774,8,-5.5,657.2
2775,8,-6.47,3
2776,8,-6.48,0.6
2777,8,-6.49,1
2778,8,-10,81.1
2779,8,-50,100
2780,8,-100,419
2781,8,-500,1436.3
2782,8,4000,-21708.6
2783,8,3999,-4.6
2784,8,3950,-18.7
2785,8,3500,-0.1
2786,8,3000,-3075.6
2787,8,2000,-8
2788,8,1100,-1361.6
2789,8,1000,-301.7
2790,8,999,-12.8
2791,8,922.94,-446.1
2792,8,900,-2.7
2793,8,853,-132.3
2794,8,802,-23
2795,8,800,-2191.1
2796,8,791,-60
2797,8,777,-3.7
2798,8,700,-150.1
2799,8,650,-57.7
2800,8,501,-111.9
2801,8,500.13,-0.5
2802,8,500,-1063.1
2803,8,423.69,-4.6
2804,8,400,-434.6
2805,8,375,-535.2
2806,8,371.42,-33.2
2807,8,351.42,-120.9
2808,8,350,-719.3
2809,8,323.69,-0.4
2810,8,320,-513.1
2811,8,314,-344.4
2812,8,311.88,-5.9
2813,8,300,-790.3
2814,8,288,-2.8
2815,8,280,-1.2
2816,8,275,-0.2
2817,8,270,-30.1
2818,8,250,-67.5
2819,8,249.17,-0.7
2820,8,249.14,-4.9
2821,8,241.52,-4.2
2822,8,234.19,-11
2823,8,225,-3
2824,8,211.88,-5.9
2825,8,209.42,-58.3
2826,8,208.31,-2.7
2827,8,200.02,-20
2828,8,200.01,-97
2829,8,200,-15.9
2830,8,190,-17
2831,8,187,-50
2832,8,185.9,-119.4
2833,8,179.42,-21.1
2834,8,174.42,-31.8
2835,8,171.42,-26.6
2836,8,163.58,-18.5
2837,8,162,-25
2838,8,160.9,-10
2839,8,160.58,-18.5
2840,8,159.66,-19.2
2841,8,158.58,-18.5
2842,8,156.58,-18.5
2843,8,155.9,-3
2844,8,154.8,-29
2845,8,154.3,-25
2846,8,153.2,-9
2847,8,151.77,-50
2848,8,146.8,-25
2849,8,146.1,-58
2850,8,145.3,-181
2851,8,144.4,-25
2852,8,142.84,-21
2853,8,142.2,-2
2854,8,142.1,-11
2855,8,142,-15
2856,8,141.54,-61
2857,8,137.4,-25
2858,8,137.1,-2
2859,8,137,-100
2860,8,135,-4.5
2861,8,133,-224
2862,8,131,-200
2863,8,129.5,-46.9
2864,8,126.42,-2
2865,8,123.86,-6.5
2866,8,122,-25
2867,8,118.5,-148.8
2868,8,106.01,-10
2869,8,94.52,-40
2870,8,93.31,-0.2
2871,8,90,-34
2872,8,88.5,-60
2873,8,85,-48.4
2874,8,75,-39
2875,8,69,-100
2876,8,68.31,-2.2
2877,8,61.9,-50
2878,8,51.5,-50
2879,8,42.38,-3
2880,8,0.01,-176.5
2881,8,-238.1,-135
2882,8,-248.5,-100
2883,8,-499,-1.9
2884,8,-500,-4.4
2885,9,4000,29.4
2886,9,3000,0.9
2887,9,853,0.3
2888,9,700,6.7
2889,9,400,1
2890,9,345,6.2
2891,9,271.32,19.1
2892,9,262,523.8
2893,9,261.5,405
2894,9,261,2698
2895,9,260,367
2896,9,259,378
2897,9,258,2816
2898,9,257.5,244
2899,9,257,1229
2900,9,256.9,386.8
2901,9,256,544.2
2902,9,255,2118.1
2903,9,254.2,770
2904,9,254.06,384.7
2905,9,253.79,103
2906,9,253.15,103
2907,9,250,3
2908,9,248.61,89.6
2909,9,245.2,169.5
2910,9,245,99.9
2911,9,243.97,75
2912,9,241,10
2913,9,240,1946.5
2914,9,231.6,44.7
2915,9,229,45
2916,9,228,58
2917,9,221,1917
2918,9,220,106.2
2919,9,210,320.5
2920,9,207.72,2
2921,9,200.52,40
2922,9,200.42,60
2923,9,200.03,17.4
2924,9,200,121
2925,9,195,124
2926,9,190,210.3
2927,9,187.17,182
2928,9,185,719.4
2929,9,184.89,59
2930,9,183.32,370
2931,9,181.85,15
2932,9,181,50.3
2933,9,180.92,7.9
2934,9,177.88,91.3
2935,9,177.47,400
2936,9,176.94,400
2937,9,176.85,380
2938,9,176.66,3
2939,9,173.33,169.7
2940,9,171.4,1.2
2941,9,170,75
2942,9,168.57,345
2943,9,166.66,96.6
2944,9,166.46,131
2945,9,165.66,1.4
2946,9,165,23
2947,9,164.37,190
2948,9,164.1,27.4
2949,9,163.39,223
2950,9,163.24,175
2951,9,162.4,10
2952,9,161.46,108.8
2953,9,160,141.5
2954,9,158.98,210
2955,9,158.17,202
2956,9,157.94,30
2957,9,157.57,49.1
2958,9,155,50
2959,9,150.48,39
2960,9,150,47.5
2961,9,149.6,19.6
2962,9,149.1,369
2963,9,148.38,4
2964,9,148.09,75.8
2965,9,148,2
2966,9,146,16
2967,9,145,64
2968,9,144.93,47
2969,9,144.2,5
2970,9,144.1,10
2971,9,144,27
2972,9,141.87,60
2973,9,141.12,18.3
2974,9,141,2
2975,9,140.8,50
2976,9,140.46,23.1
2977,9,140.37,99.2
2978,9,140,162
2979,9,139.1,5
2980,9,139,20
2981,9,138.49,50
2982,9,138.48,11.6
2983,9,138.1,63
2984,9,137.85,390
2985,9,137.8,146.7
2986,9,137.79,125
2987,9,137.37,99.2
2988,9,136.9,0.4
2989,9,136.36,5.6
2990,9,135.8,98.7
2991,9,135.66,1
2992,9,135.64,0.4
2993,9,135.09,400
2994,9,135,156
2995,9,134.8,96.7
2996,9,134.71,85
2997,9,134.37,99.3
2998,9,134.22,40
2999,9,133.94,49.4
3000,9,133.77,7.1
3001,9,133.25,66
3002,9,133.06,60
3003,9,133,47.9
3004,9,132.8,98.7
3005,9,132.49,102
3006,9,132.08,15
3007,9,131.8,96.8
3008,9,131.37,99.3
3009,9,130.64,0.1
3010,9,130.3,98.8
3011,9,130.22,9.6
3012,9,130,179.3
3013,9,129.13,5
3014,9,128.8,96.8
3015,9,128.77,72.8
3016,9,128.75,0.2
3017,9,128.22,40
3018,9,128.09,27
3019,9,128,76
3020,9,127.9,1.5
3021,9,127.8,98.8
3022,9,127.75,0.2
3023,9,127.17,720
3024,9,126.65,0.2
3025,9,126.36,10.2
3026,9,126.22,21
3027,9,125.62,8
3028,9,125,198
3029,9,124.9,1.4
3030,9,123.12,20
3031,9,122.1,1.5
3032,9,120,204.6
3033,9,119.77,422.2
3034,9,119.11,389.4
3035,9,116,173
3036,9,115.22,20
3037,9,113.99,9.1
3038,9,112.11,1.9
3039,9,112,78
3040,9,111.54,13
3041,9,111.26,1.2
3042,9,111.1,483
3043,9,111,110.3
3044,9,110,70.6
3045,9,109.05,201
3046,9,108.49,114
3047,9,108,26.7
3048,9,106.12,9.2
3049,9,105.67,0.8
3050,9,105.5,180
3051,9,104.76,10
3052,9,104.71,145
3053,9,103.65,225
3054,9,103.17,1.7
3055,9,103.09,166
3056,9,101.08,25.7
3057,9,100.68,0.1
3058,9,100.15,210
3059,9,100,18.8
3060,9,99.93,209
3061,9,98.82,4.3
3062,9,98.54,11.4
3063,9,98.48,173
3064,9,98.41,4.7
3065,9,98.13,1.3
3066,9,97.94,174.4
3067,9,97.89,2.1
3068,9,97.83,4.5
3069,9,97.47,175.9
3070,9,97.3,164
3071,9,96.18,5.3
3072,9,95.67,4.3
3073,9,95,61.8
3074,9,92.67,2.2
3075,9,91,100.3
3076,9,89.02,11.7
3077,9,88.99,4.2
3078,9,88.49,7
3079,9,85.39,2
3080,9,85.34,4.2
3081,9,85.05,1.5
3082,9,84.99,6
3083,9,78.83,12.1
3084,9,78.75,6.7
3085,9,78.63,5.3
3086,9,75,400
3087,9,72.08,0.5
3088,9,70,90
3089,9,65.61,1.3
3090,9,58.74,3.9
3091,9,58.65,38.1
3092,9,57.79,300
3093,9,53.87,1.3
3094,9,53.6,1.2
3095,9,52.4,6.1
3096,9,52.35,28.9
3097,9,52.33,2.7
3098,9,51.25,1.3
3099,9,50,34.6
3100,9,45.96,1
3101,9,45.79,1.8
3102,9,45.75,50
3103,9,44.44,0.4
3104,9,44.42,1.1
3105,9,41.76,6
3106,9,40,0.1
3107,9,39.3,21.7
3108,9,39.28,1
3109,9,37.99,0.1
3110,9,36.64,4
3111,9,36,87.6
3112,9,32.86,0.5
3113,9,32.81,25.2
3114,9,32.77,22.5
3115,9,32.76,32.6
3116,9,32.67,103.9
3117,9,31,26
3118,9,30,15
3119,9,28.8,1.4
3120,9,26.17,5.7
3121,9,20,32
3122,9,19.68,0.2
3123,9,19.59,2.5
3124,9,15,39.7
3125,9,13.57,37.8
3126,9,13.06,8.8
3127,9,10,76.9
3128,9,6,0.5
3129,9,5,471.6
3130,9,3,66.4
3131,9,1,1293.9
3132,9,0.2,39.5
3133,9,0.1,9.7
3134,9,0.01,254.9
3135,9,0,15379.8
3136,9,-0.01,333.3
3137,9,-0.99,32
3138,9,-1,343.7
3139,9,-1.31,26.3
3140,9,-2,36.1
3141,9,-5,67.7
3142,9,-5.5,873.3
3143,9,-6.53,1
3144,9,-6.55,6.4
3145,9,-10,166
3146,9,-15,0.1
3147,9,-50,100.1
3148,9,-99,0.1
3149,9,-100,295
3150,9,-499,2.6
3151,9,-500,1907.4
3152,9,4000,-23431.4
3153,9,3999,-4.8
3154,9,3950,-21
3155,9,3500,-0.1
3156,9,3000,-3173.2
3157,9,2000,-8
3158,9,1100,-1343.1
3159,9,1000,-343.1
3160,9,999,-15
3161,9,960,-531.5
3162,9,950,-0.3
3163,9,900,-3.4
3164,9,853,-150
3165,9,800,-2379.8
3166,9,791,-36
3167,9,777,-4.2
3168,9,700,-185.4
3169,9,650,-65.6
3170,9,501,-127.8
3171,9,500.13,-0.5
3172,9,500,-1140.8
3173,9,467.18,-5.5
3174,9,450,-1.5
3175,9,400,-499.6
3176,9,375,-603.1
3177,9,367.57,-27.3
3178,9,367.18,-0.4
3179,9,350,-801.9
3180,9,341.04,-117.1
3181,9,320,-556.4
3182,9,303.49,-6.5
3183,9,300,-768.5
3184,9,296,-388.4
3185,9,288,-3.3
3186,9,280,-1.3
3187,9,275,-0.3
3188,9,274.79,-33
3189,9,250,-125.4
3190,9,234.8,-5.2
3191,9,234.21,-1
3192,9,227.77,-4.2
3193,9,225,-3
3194,9,221.16,-13.7
3195,9,212.88,-10
3196,9,206.5,-3.7
3197,9,203.49,-6.5
3198,9,200.02,-12
3199,9,200.01,-81
3200,9,200,-12
3201,9,191.6,-65.6
3202,9,190,-20.3
3203,9,183,-50
3204,9,177.88,-124.2
3205,9,162.79,-32.4
3206,9,161.6,-23.7
3207,9,157.94,-19.6
3208,9,156.6,-35.8
3209,9,153.6,-30
3210,9,152.88,-10
3211,9,150,-1.5
3212,9,149.5,-25
3213,9,148,-25
3214,9,142.2,-25
3215,9,141.27,-1
3216,9,141.12,-21
3217,9,140.7,-25
3218,9,139.02,-26.2
3219,9,137,-95
3220,9,136.4,-19
3221,9,135.6,-14
3222,9,134.8,-48
3223,9,133.4,-122
3224,9,132.79,-50
3225,9,132.72,-25
3226,9,131.8,-200
3227,9,131.4,-15
3228,9,128.9,-45
3229,9,127.8,-200
3230,9,127,-48.9
3231,9,122.72,-25
3232,9,122,-20
3233,9,121.35,-3.4
3234,9,120.66,-2
3235,9,114.1,-25
3236,9,110.1,-21
3237,9,101.1,-25
3238,9,100,-178.6
3239,9,94.52,-40
3240,9,91.5,-0.2
3241,9,91.2,-3
3242,9,90,-34
3243,9,85,-48.4
3244,9,75,-39
3245,9,72,-14
3246,9,70,-60
3247,9,69,-100
3248,9,66.5,-1.5
3249,9,60,-12.1
3250,9,56.8,-50
3251,9,55.2,-50
3252,9,40.7,-3.5
3253,9,2,-21
3254,9,1,-0.1
3255,9,-243.2,-150
3256,9,-244.8,-150
3257,9,-499,-1.9
3258,9,-500,-4.8
3259,10,4000,29.4
3260,10,3000,0.9
3261,10,853,0.3
3262,10,700,4.7
3263,10,400,1
3264,10,325,6.2
3265,10,262,520.8
3266,10,261.5,402
3267,10,261,2777
3268,10,260,366
3269,10,259,375
3270,10,258,2814
3271,10,257.5,244
3272,10,257,1229
3273,10,256.9,386.8
3274,10,256,566.4
3275,10,255,2130.3
3276,10,254.2,770
3277,10,253.79,103
3278,10,253.15,103
3279,10,253,382.7
3280,10,252.12,26.5
3281,10,250,5
3282,10,248.61,88.4
3283,10,245.2,189.8
3284,10,245,101.4
3285,10,243.97,75
3286,10,240,511.5
3287,10,231.6,44.7
3288,10,229,45
3289,10,228,58
3290,10,221,1908
3291,10,220,76.2
3292,10,210,320.5
3293,10,207.72,2
3294,10,200.37,38
3295,10,200.27,60
3296,10,200.03,17.4
3297,10,200,144.4
3298,10,195,127
3299,10,190,158.6
3300,10,187.17,182
3301,10,185,719.5
3302,10,184.89,59
3303,10,181.85,15
3304,10,180.92,7.9
3305,10,179.32,370
3306,10,176.85,380
3307,10,173.47,400
3308,10,172.94,400
3309,10,170,226.5
3310,10,168.57,355
3311,10,166.57,86.4
3312,10,166.43,129
3313,10,165,23
3314,10,164.09,194
3315,10,163.72,219
3316,10,163.05,174
3317,10,160,156.5
3318,10,158.95,207
3319,10,158.08,197
3320,10,156.05,1.7
3321,10,155,50
3322,10,152.5,0.9
3323,10,152.14,13.7
3324,10,150,47.5
3325,10,145.5,19.2
3326,10,145.1,369
3327,10,145,64
3328,10,144.93,47
3329,10,144,27
3330,10,143.85,2.2
3331,10,143.82,107.9
3332,10,141.87,60
3333,10,140,162
3334,10,139,20
3335,10,138.28,50
3336,10,138.1,63
3337,10,137.69,20
3338,10,137.61,29.5
3339,10,137.07,4
3340,10,136.36,5.6
3341,10,135.65,2.2
3342,10,135,156
3343,10,134.68,85
3344,10,134.33,45.6
3345,10,134.22,40
3346,10,133.85,390
3347,10,133.25,66
3348,10,133.06,60
3349,10,132.49,102
3350,10,132.37,35.7
3351,10,132.36,40.1
3352,10,132.08,15
3353,10,131.6,20.1
3354,10,131.15,0.9
3355,10,131.09,400
3356,10,130.22,9.6
3357,10,130.03,50
3358,10,130.02,55
3359,10,130,177.4
3360,10,128.22,40
3361,10,128,76
3362,10,127.17,720
3363,10,126.36,10.2
3364,10,126.22,151.4
3365,10,126.06,1
3366,10,125.62,4
3367,10,125.07,26.2
3368,10,125,99
3369,10,124.77,4.9
3370,10,123.81,98.7
3371,10,123.05,69.5
3372,10,122.25,1
3373,10,122.02,11.6
3374,10,121.56,96
3375,10,121.25,0.2
3376,10,120.81,98.7
3377,10,120.79,20.4
3378,10,120.39,0.4
3379,10,120.26,419.6
3380,10,120,216
3381,10,119.85,99
3382,10,119.8,95.7
3383,10,119.28,384.6
3384,10,119.12,8.6
3385,10,118.65,0.3
3386,10,118.56,96
3387,10,117.81,98.8
3388,10,117.05,1.7
3389,10,116.8,95.7
3390,10,116,173
3391,10,115.56,96
3392,10,115.39,0.2
3393,10,115.22,20
3394,10,114.81,98.8
3395,10,114.3,95.8
3396,10,114.12,88.4
3397,10,113.65,1.6
3398,10,112.84,1.4
3399,10,112.56,96
3400,10,112.47,2.6
3401,10,112.36,27
3402,10,112,78
3403,10,111.8,95.8
3404,10,111.1,485
3405,10,111,108.5
3406,10,110.45,1.7
3407,10,110,73.4
3408,10,108.84,199
3409,10,108.28,113
3410,10,108.19,1.7
3411,10,108,26.3
3412,10,106.66,269.3
3413,10,104.68,142
3414,10,104.38,0.9
3415,10,103.86,1.1
3416,10,103.71,229
3417,10,103.09,163
3418,10,102.96,10
3419,10,101.08,25.2
3420,10,100.85,31.4
3421,10,100.15,207
3422,10,100,23.8
3423,10,99.93,207
3424,10,99.09,2
3425,10,98.48,171
3426,10,98.26,9.2
3427,10,98.05,170.4
3428,10,97.79,173.9
3429,10,97.63,9.1
3430,10,97.3,162
3431,10,97.11,10
3432,10,96.06,0.6
3433,10,95,73.9
3434,10,92.67,2.2
3435,10,92.01,4.4
3436,10,91.95,1.4
3437,10,91.76,2
3438,10,91.34,3.4
3439,10,90.5,46.9
3440,10,89.02,11.6
3441,10,88.49,7
3442,10,86.06,5.8
3443,10,80.11,7.8
3444,10,80,104.1
3445,10,78.74,5.9
3446,10,78.71,1.9
3447,10,78.62,4.2
3448,10,77.16,1.6
3449,10,75,406.2
3450,10,72.79,11.8
3451,10,72.7,3.7
3452,10,72.67,5.3
3453,10,70,90
3454,10,66.63,0.5
3455,10,59.3,1.8
3456,10,55.04,3
3457,10,50.02,286
3458,10,50,35.4
3459,10,48.71,1.1
3460,10,48.65,6
3461,10,48.52,1.9
3462,10,48.38,29.1
3463,10,47.16,2.7
3464,10,46.22,1.7
3465,10,42.9,1
3466,10,42.58,50
3467,10,41.37,1.8
3468,10,40.2,1
3469,10,40.14,0.8
3470,10,40,0.3
3471,10,38.89,6
3472,10,36.54,1
3473,10,35.43,17.7
3474,10,34.47,0.2
3475,10,34.06,4
3476,10,31,29.6
3477,10,30.63,53.3
3478,10,30.62,2.2
3479,10,30.44,183.7
3480,10,30.29,23.6
3481,10,30,58
3482,10,29.54,1
3483,10,27.09,61.6
3484,10,26.65,1.3
3485,10,25,95.9
3486,10,24.33,5
3487,10,20,32
3488,10,17.83,2.5
3489,10,17.72,0.2
3490,10,15,50
3491,10,12.61,53.3
3492,10,11.79,16.1
3493,10,10,40.7
3494,10,6,0.5
3495,10,5,366.9
3496,10,3,66.6
3497,10,1,1240.8
3498,10,0.2,39.5
3499,10,0.1,10.7
3500,10,0.01,344.5
3501,10,0,17765.3
3502,10,-0.01,448.7
3503,10,-0.99,62
3504,10,-1,331.8
3505,10,-1.18,38.8
3506,10,-2,32.2
3507,10,-5,70.8
3508,10,-5.38,9.7
3509,10,-5.42,2.7
3510,10,-5.5,1118.7
3511,10,-10,250.3
3512,10,-15,0.3
3513,10,-50,100.4
3514,10,-99,0.1
3515,10,-499,5.1
3516,10,-500,2074.4
3517,10,4000,-23436.5
3518,10,3999,-4.7
3519,10,3950,-21.5
3520,10,3500,-0.1
3521,10,3000,-3165.6
3522,10,2000,-8
3523,10,1100,-1096.3
3524,10,1000,-372.7
3525,10,999,-14.9
3526,10,950,-0.1
3527,10,923.9,-553.1
3528,10,900,-3.4
3529,10,853,-138.9
3530,10,800,-2418.8
3531,10,777,-4.7
3532,10,700,-199.2
3533,10,650,-66.5
3534,10,501,-134.6
3535,10,500.13,-0.5
3536,10,500,-1124.6
3537,10,465.82,-5.5
3538,10,450,-1.7
3539,10,400,-496.5
3540,10,375,-609
3541,10,365.82,-0.5
3542,10,350,-812.9
3543,10,330.15,-117.5
3544,10,329.85,-27.9
3545,10,320,-569.4
3546,10,300,-713.4
3547,10,289.09,-6.7
3548,10,288,-3.5
3549,10,280,-1.4
3550,10,276,-392.5
3551,10,275,-0.4
3552,10,250,-62.4
3553,10,236.3,-32.6
3554,10,206.43,-5.3
3555,10,205.08,-4.3
3556,10,204.72,-1
3557,10,203.66,-3.7
3558,10,200,-7.4
3559,10,199.08,-16
3560,10,190,-21.1
3561,10,189.09,-6.7
3562,10,186.68,-66.1
3563,10,180,-3
3564,10,166.57,-131.2
3565,10,156.68,-23.7
3566,10,141.57,-10
3567,10,140,-1.5
3568,10,137.61,-19.4
3569,10,137,-59
3570,10,136.98,-7.5
3571,10,133.98,-7.5
3572,10,132.5,-25
3573,10,131.98,-7.5
3574,10,131.5,-25
3575,10,129.98,-7.5
3576,10,128.9,-45
3577,10,127,-116
3578,10,126.68,-36.1
3579,10,125.5,-25
3580,10,125.02,-50
3581,10,124.68,-30.3
3582,10,124.5,-25
3583,10,124,-99
3584,10,122,-20
3585,10,121,-100
3586,10,120.79,-21
3587,10,120,-13
3588,10,119.83,-1.1
3589,10,117.75,-1
3590,10,111.06,-1
3591,10,111.05,-1
3592,10,110.1,-21
3593,10,108.61,-225
3594,10,103.9,-30
3595,10,101,-100
3596,10,94.52,-40
3597,10,91.2,-3
3598,10,90,-34
3599,10,89.5,-46.9
3600,10,88.66,-0.1
3601,10,87.41,-3.5
3602,10,85,-48.4
3603,10,80.5,-148.5
3604,10,80,-30
3605,10,75,-39
3606,10,74.99,-81
3607,10,72,-14
3608,10,69.99,-35
3609,10,69.98,-20
3610,10,69,-100
3611,10,68.88,-25
3612,10,63.66,-1.7
3613,10,60,-49.3
3614,10,55.88,-25
3615,10,50.5,-60
3616,10,39.5,-50
3617,10,38.5,-50
3618,10,37.82,-3.5
3619,10,6.93,-26.2
3620,10,5,-80
3621,10,2,-44
3622,10,1.2,-1
3623,10,1,-0.2
3624,10,0.01,-10
3625,10,-260.5,-150
3626,10,-261.5,-150
3627,10,-499,-2
3628,10,-500,-5.1
3629,11,4000,29.4
3630,11,3000,0.9
3631,11,853,0.3
3632,11,700,2.7
3633,11,400,1
3634,11,306.5,6.2
3635,11,262,518.8
3636,11,261.5,399
3637,11,261,2915
3638,11,260,364
3639,11,259,373
3640,11,258,2812
3641,11,257,1229
3642,11,256.9,386.8
